listing_id,amenity_id,amenity_type
9508837,34,Smoke alarm
9508837,35,Patio or balcony
9508837,37,Indoor fireplace
9512909,2,Free parking on premises
9512909,3,Coffee maker
9512909,90,Baby safety gates
9512909,4,Essentials
9512909,78,Outdoor dining area
9512909,79,Board games
9512909,5,Pack \u2019n Play/travel crib
9512909,6,Shampoo
9512909,7,Dedicated workspace
9512909,65,Smart lock
9512909,47,TV with standard cable
9512909,8,Backyard
9512909,9,Wifi
9512909,10,First aid kit
9512909,11,Hair dryer
9512909,12,Cooking basics
9512909,13,Luggage dropoff allowed
9512909,55,Portable fans
9512909,15,Children\u2019s books and toys
9512909,66,Outdoor furniture
9512909,16,Iron
9512909,17,Refrigerator
9512909,48,BBQ grill
9512909,18,Long term stays allowed
9512909,19,Carbon monoxide alarm
9512909,49,Cable TV
9512909,20,Microwave
9512909,21,Kitchen
9512909,22,Hangers
9512909,23,Dryer
9512909,224,Baby bath
9512909,24,Stove
9512909,26,Lake access
9512909,27,Oven
9512909,28,Fire extinguisher
9512909,114,Crib
9512909,42,Private entrance
9512909,29,Washer
9512909,30,Free street parking
9512909,31,Dishes and silverware
9512909,32,Heating
9512909,33,Hot water
9512909,34,Smoke alarm
9512909,35,Patio or balcony
9522082,2,Free parking on premises
9522082,3,Coffee maker
9522082,403,Google assistant and another bluetooth speaker Bluetooth sound system
9522082,4,Essentials
9522082,38,Extra pillows and blankets
9522082,5,Pack \u2019n Play/travel crib
9522082,6,Shampoo
9522082,45,Baking sheet
9522082,139,Keurig coffee machine
9522082,7,Dedicated workspace
9522082,68,Central heating
9522082,53,Conditioner
9522082,47,TV with standard cable
9522082,9,Wifi
9522082,404,6 burner gas cooktop with a cast iron oven oven
9522082,39,Bed linens
9522082,10,First aid kit
9522082,59,Bathtub
9522082,11,Hair dryer
9522082,12,Cooking basics
9522082,13,Luggage dropoff allowed
9522082,14,Dishwasher
9522082,55,Portable fans
9522082,66,Outdoor furniture
9522082,16,Iron
9522082,61,Lockbox
9522082,70,Wine glasses
9522082,105,Clothing storage: closet
9522082,17,Refrigerator
9522082,48,BBQ grill
9522082,18,Long term stays allowed
9522082,19,Carbon monoxide alarm
9522082,49,Cable TV
9522082,50,Barbecue utensils
9522082,405,Ivory or similar alternative body soap
9522082,62,Laundromat nearby
9522082,20,Microwave
9522082,21,Kitchen
9522082,51,Single level home
9522082,72,Drying rack for clothing
9522082,86,Hot water kettle
9522082,73,Dining table
9522082,52,Shower gel
9522082,23,Dryer
9522082,22,Hangers
9522082,24,Stove
9522082,74,Toaster
9522082,28,Fire extinguisher
9522082,76,Cleaning products
9522082,42,Private entrance
9522082,29,Washer
9522082,31,Dishes and silverware
9522082,33,Hot water
9522082,34,Smoke alarm
9522082,35,Patio or balcony
9579441,102,Self check-in
9579441,28,Fire extinguisher
9579441,9,Wifi
9579441,3,Coffee maker
9579441,19,Carbon monoxide alarm
9579441,92,Bedroom comforts
9579441,29,Washer
9579441,11,Hair dryer
9579441,30,Free street parking
9579441,93,Full kitchen
9579441,32,Heating
9579441,91,Bathroom essentials
9579441,34,Smoke alarm
9579441,40,TV
9579441,23,Dryer
9579441,16,Iron
9579441,107,Paid parking off premises
9580021,102,Self check-in
9580021,28,Fire extinguisher
9580021,9,Wifi
9580021,3,Coffee maker
9580021,19,Carbon monoxide alarm
9580021,92,Bedroom comforts
9580021,29,Washer
9580021,11,Hair dryer
9580021,30,Free street parking
9580021,93,Full kitchen
9580021,32,Heating
9580021,91,Bathroom essentials
9580021,34,Smoke alarm
9580021,40,TV
9580021,23,Dryer
9580021,16,Iron
9587410,9,Wifi
9587410,80,Keypad
9587410,19,Carbon monoxide alarm
9587410,4,Essentials
9587410,10,First aid kit
9587410,42,Private entrance
9587410,11,Hair dryer
9587410,21,Kitchen
9587410,31,Dishes and silverware
9587410,32,Heating
9587410,6,Shampoo
9587410,33,Hot water
9587410,34,Smoke alarm
9587410,30,Free street parking
9587410,7,Dedicated workspace
9587410,13,Luggage dropoff allowed
9587410,22,Hangers
9587410,16,Iron
9590835,2,Free parking on premises
9590835,28,Fire extinguisher
9590835,9,Wifi
9590835,80,Keypad
9590835,18,Long term stays allowed
9590835,19,Carbon monoxide alarm
9590835,4,Essentials
9590835,49,Cable TV
9590835,10,First aid kit
9590835,41,Air conditioning
9590835,29,Washer
9590835,11,Hair dryer
9590835,32,Heating
9590835,6,Shampoo
9590835,34,Smoke alarm
9590835,7,Dedicated workspace
9590835,22,Hangers
9590835,23,Dryer
9590835,16,Iron
9590835,47,TV with standard cable
9611409,2,Free parking on premises
9611409,3,Coffee maker
9611409,4,Essentials
9611409,38,Extra pillows and blankets
9611409,119,Mini fridge
9611409,6,Shampoo
9611409,139,Keurig coffee machine
9611409,7,Dedicated workspace
9611409,53,Conditioner
9611409,47,TV with standard cable
9611409,8,Backyard
9611409,9,Wifi
9611409,80,Keypad
9611409,39,Bed linens
9611409,10,First aid kit
9611409,11,Hair dryer
9611409,12,Cooking basics
9611409,13,Luggage dropoff allowed
9611409,55,Portable fans
9611409,16,Iron
9611409,48,BBQ grill
9611409,18,Long term stays allowed
9611409,19,Carbon monoxide alarm
9611409,49,Cable TV
9611409,41,Air conditioning
9611409,20,Microwave
9611409,21,Kitchen
9611409,51,Single level home
9611409,44,Security cameras on property
9611409,52,Shower gel
9611409,23,Dryer
9611409,22,Hangers
9611409,28,Fire extinguisher
9611409,42,Private entrance
9611409,29,Washer
9611409,30,Free street parking
9611409,31,Dishes and silverware
9611409,32,Heating
9611409,33,Hot water
9611409,34,Smoke alarm
9611409,56,Body soap
9611409,35,Patio or balcony
9611409,57,Freezer
9632775,9,Wifi
9632775,18,Long term stays allowed
9632775,4,Essentials
9632775,29,Washer
9632775,101,Paid parking on premises
9632775,21,Kitchen
9632775,30,Free street parking
9632775,32,Heating
9632775,7,Dedicated workspace
9632775,22,Hangers
9632775,23,Dryer
9632775,94,Cleaning before checkout
9632775,16,Iron
9632775,8,Backyard
9634448,2,Free parking on premises
9634448,3,Coffee maker
9634448,4,Essentials
9634448,38,Extra pillows and blankets
9634448,123,Building staff
9634448,6,Shampoo
9634448,45,Baking sheet
9634448,7,Dedicated workspace
9634448,46,Ethernet connection
9634448,47,TV with standard cable
9634448,9,Wifi
9634448,82,Room-darkening shades
9634448,39,Bed linens
9634448,10,First aid kit
9634448,59,Bathtub
9634448,11,Hair dryer
9634448,12,Cooking basics
9634448,13,Luggage dropoff allowed
9634448,14,Dishwasher
9634448,67,Pocket wifi
9634448,98,Elevator
9634448,16,Iron
9634448,17,Refrigerator
9634448,48,BBQ grill
9634448,95,Hot tub
9634448,18,Long term stays allowed
9634448,19,Carbon monoxide alarm
9634448,49,Cable TV
9634448,50,Barbecue utensils
9634448,41,Air conditioning
9634448,20,Microwave
9634448,21,Kitchen
9634448,51,Single level home
9634448,99,Pool
9634448,22,Hangers
9634448,23,Dryer
9634448,24,Stove
9634448,25,High chair
9634448,27,Oven
9634448,28,Fire extinguisher
9634448,29,Washer
9634448,31,Dishes and silverware
9634448,32,Heating
9634448,100,Gym
9634448,33,Hot water
9634448,34,Smoke alarm
9634448,56,Body soap
9634448,35,Patio or balcony
9654152,9,Wifi
9654152,18,Long term stays allowed
9654152,4,Essentials
9654152,29,Washer
9654152,21,Kitchen
9654152,32,Heating
9654152,7,Dedicated workspace
9654152,22,Hangers
9654152,23,Dryer
9696950,9,Wifi
9696950,18,Long term stays allowed
9696950,4,Essentials
9696950,49,Cable TV
9696950,21,Kitchen
9696950,32,Heating
9696950,6,Shampoo
9696950,7,Dedicated workspace
9696950,22,Hangers
9696950,16,Iron
9696950,47,TV with standard cable
9714078,2,Free parking on premises
9714078,3,Coffee maker
9714078,4,Essentials
9714078,38,Extra pillows and blankets
9714078,6,Shampoo
9714078,7,Dedicated workspace
9714078,47,TV with standard cable
9714078,8,Backyard
9714078,9,Wifi
9714078,39,Bed linens
9714078,10,First aid kit
9714078,11,Hair dryer
9714078,12,Cooking basics
9714078,14,Dishwasher
9714078,16,Iron
9714078,17,Refrigerator
9714078,18,Long term stays allowed
9714078,19,Carbon monoxide alarm
9714078,49,Cable TV
9714078,20,Microwave
9714078,21,Kitchen
9714078,44,Security cameras on property
9714078,22,Hangers
9714078,23,Dryer
9714078,24,Stove
9714078,27,Oven
9714078,28,Fire extinguisher
9714078,42,Private entrance
9714078,29,Washer
9714078,30,Free street parking
9714078,31,Dishes and silverware
9714078,32,Heating
9714078,33,Hot water
9714078,34,Smoke alarm
9714078,35,Patio or balcony
9714078,37,Indoor fireplace
9803484,2,Free parking on premises
9803484,3,Coffee maker
9803484,192,Fireplace guards
9803484,4,Essentials
9803484,38,Extra pillows and blankets
9803484,5,Pack \u2019n Play/travel crib
9803484,6,Shampoo
9803484,45,Baking sheet
9803484,7,Dedicated workspace
9803484,46,Ethernet connection
9803484,47,TV with standard cable
9803484,9,Wifi
9803484,39,Bed linens
9803484,10,First aid kit
9803484,59,Bathtub
9803484,11,Hair dryer
9803484,12,Cooking basics
9803484,13,Luggage dropoff allowed
9803484,14,Dishwasher
9803484,94,Cleaning before checkout
9803484,16,Iron
9803484,61,Lockbox
9803484,17,Refrigerator
9803484,48,BBQ grill
9803484,18,Long term stays allowed
9803484,19,Carbon monoxide alarm
9803484,49,Cable TV
9803484,50,Barbecue utensils
9803484,20,Microwave
9803484,63,Children\u2019s dinnerware
9803484,21,Kitchen
9803484,52,Shower gel
9803484,23,Dryer
9803484,22,Hangers
9803484,24,Stove
9803484,27,Oven
9803484,28,Fire extinguisher
9803484,42,Private entrance
9803484,29,Washer
9803484,30,Free street parking
9803484,31,Dishes and silverware
9803484,32,Heating
9803484,33,Hot water
9803484,34,Smoke alarm
9803484,35,Patio or balcony
9803484,37,Indoor fireplace
9813185,4,Essentials
9813185,38,Extra pillows and blankets
9813185,209,Paid parking lot off premises
9813185,6,Shampoo
9813185,45,Baking sheet
9813185,7,Dedicated workspace
9813185,9,Wifi
9813185,39,Bed linens
9813185,59,Bathtub
9813185,12,Cooking basics
9813185,13,Luggage dropoff allowed
9813185,40,TV
9813185,55,Portable fans
9813185,17,Refrigerator
9813185,226,Paid parking lot on premises \u2013 5 spaces
9813185,18,Long term stays allowed
9813185,19,Carbon monoxide alarm
9813185,20,Microwave
9813185,21,Kitchen
9813185,86,Hot water kettle
9813185,52,Shower gel
9813185,23,Dryer
9813185,22,Hangers
9813185,27,Oven
9813185,28,Fire extinguisher
9813185,42,Private entrance
9813185,29,Washer
9813185,31,Dishes and silverware
9813185,32,Heating
9813185,33,Hot water
9813185,34,Smoke alarm
9813684,2,Free parking on premises
9813684,3,Coffee maker
9813684,4,Essentials
9813684,78,Outdoor dining area
9813684,38,Extra pillows and blankets
9813684,103,Ceiling fan
9813684,119,Mini fridge
9813684,202,Record player
9813684,79,Board games
9813684,6,Shampoo
9813684,45,Baking sheet
9813684,139,Keurig coffee machine
9813684,7,Dedicated workspace
9813684,43,Lock on bedroom door
9813684,173,TV with Netflix
9813684,116,Roku
9813684,170,standard cable
9813684,108,Fire pit
9813684,53,Conditioner
9813684,9,Wifi
9813684,39,Bed linens
9813684,10,First aid kit
9813684,59,Bathtub
9813684,11,Hair dryer
9813684,12,Cooking basics
9813684,13,Luggage dropoff allowed
9813684,14,Dishwasher
9813684,55,Portable fans
9813684,66,Outdoor furniture
9813684,16,Iron
9813684,61,Lockbox
9813684,70,Wine glasses
9813684,17,Refrigerator
9813684,141,Private fenced garden or backyard
9813684,48,BBQ grill
9813684,18,Long term stays allowed
9813684,19,Carbon monoxide alarm
9813684,49,Cable TV
9813684,50,Barbecue utensils
9813684,260,Trash compactor
9813684,20,Microwave
9813684,203,Clothing storage
9813684,21,Kitchen
9813684,86,Hot water kettle
9813684,73,Dining table
9813684,52,Shower gel
9813684,23,Dryer
9813684,22,Hangers
9813684,24,Stove
9813684,74,Toaster
9813684,27,Oven
9813684,28,Fire extinguisher
9813684,76,Cleaning products
9813684,29,Washer
9813684,30,Free street parking
9813684,31,Dishes and silverware
9813684,32,Heating
9813684,33,Hot water
9813684,34,Smoke alarm
9813684,56,Body soap
9813684,57,Freezer
9813684,37,Indoor fireplace
9814002,2,Free parking on premises
9814002,3,Coffee maker
9814002,4,Essentials
9814002,5,Pack \u2019n Play/travel crib
9814002,6,Shampoo
9814002,7,Dedicated workspace
9814002,9,Wifi
9814002,80,Keypad
9814002,10,First aid kit
9814002,11,Hair dryer
9814002,12,Cooking basics
9814002,13,Luggage dropoff allowed
9814002,40,TV
9814002,15,Children\u2019s books and toys
9814002,16,Iron
9814002,17,Refrigerator
9814002,18,Long term stays allowed
9814002,19,Carbon monoxide alarm
9814002,20,Microwave
9814002,21,Kitchen
9814002,22,Hangers
9814002,27,Oven
9814002,28,Fire extinguisher
9814002,30,Free street parking
9814002,31,Dishes and silverware
9814002,32,Heating
9814002,33,Hot water
9814002,34,Smoke alarm
9820818,2,Free parking on premises
9820818,3,Coffee maker
9820818,4,Essentials
9820818,38,Extra pillows and blankets
9820818,6,Shampoo
9820818,7,Dedicated workspace
9820818,8,Backyard
9820818,9,Wifi
9820818,80,Keypad
9820818,39,Bed linens
9820818,10,First aid kit
9820818,11,Hair dryer
9820818,12,Cooking basics
9820818,14,Dishwasher
9820818,40,TV
9820818,16,Iron
9820818,17,Refrigerator
9820818,18,Long term stays allowed
9820818,19,Carbon monoxide alarm
9820818,20,Microwave
9820818,21,Kitchen
9820818,22,Hangers
9820818,23,Dryer
9820818,24,Stove
9820818,27,Oven
9820818,28,Fire extinguisher
9820818,42,Private entrance
9820818,29,Washer
9820818,31,Dishes and silverware
9820818,32,Heating
9820818,33,Hot water
9820818,34,Smoke alarm
9823290,2,Free parking on premises
9823290,28,Fire extinguisher
9823290,9,Wifi
9823290,18,Long term stays allowed
9823290,19,Carbon monoxide alarm
9823290,4,Essentials
9823290,10,First aid kit
9823290,11,Hair dryer
9823290,32,Heating
9823290,6,Shampoo
9823290,34,Smoke alarm
9823290,22,Hangers
9880066,2,Free parking on premises
9880066,4,Essentials
9880066,6,Shampoo
9880066,7,Dedicated workspace
9880066,47,TV with standard cable
9880066,9,Wifi
9880066,80,Keypad
9880066,11,Hair dryer
9880066,12,Cooking basics
9880066,13,Luggage dropoff allowed
9880066,14,Dishwasher
9880066,16,Iron
9880066,17,Refrigerator
9880066,95,Hot tub
9880066,18,Long term stays allowed
9880066,19,Carbon monoxide alarm
9880066,49,Cable TV
9880066,41,Air conditioning
9880066,20,Microwave
9880066,21,Kitchen
9880066,22,Hangers
9880066,23,Dryer
9880066,24,Stove
9880066,27,Oven
9880066,28,Fire extinguisher
9880066,29,Washer
9880066,30,Free street parking
9880066,31,Dishes and silverware
9880066,32,Heating
9880066,33,Hot water
9880066,34,Smoke alarm
9880066,35,Patio or balcony
9880066,37,Indoor fireplace
9883227,3,Coffee maker
9883227,4,Essentials
9883227,5,Pack \u2019n Play/travel crib
9883227,6,Shampoo
9883227,7,Dedicated workspace
9883227,47,TV with standard cable
9883227,9,Wifi
9883227,80,Keypad
9883227,59,Bathtub
9883227,11,Hair dryer
9883227,12,Cooking basics
9883227,16,Iron
9883227,17,Refrigerator
9883227,18,Long term stays allowed
9883227,19,Carbon monoxide alarm
9883227,49,Cable TV
9883227,20,Microwave
9883227,21,Kitchen
9883227,22,Hangers
9883227,23,Dryer
9883227,27,Oven
9883227,42,Private entrance
9883227,29,Washer
9883227,30,Free street parking
9883227,31,Dishes and silverware
9883227,32,Heating
9883227,34,Smoke alarm
9887142,2,Free parking on premises
9887142,3,Coffee maker
9887142,4,Essentials
9887142,38,Extra pillows and blankets
9887142,6,Shampoo
9887142,7,Dedicated workspace
9887142,47,TV with standard cable
9887142,8,Backyard
9887142,9,Wifi
9887142,80,Keypad
9887142,39,Bed linens
9887142,10,First aid kit
9887142,11,Hair dryer
9887142,16,Iron
9887142,17,Refrigerator
9887142,18,Long term stays allowed
9887142,19,Carbon monoxide alarm
9887142,49,Cable TV
9887142,20,Microwave
9887142,22,Hangers
9887142,23,Dryer
9887142,28,Fire extinguisher
9887142,42,Private entrance
9887142,29,Washer
9887142,30,Free street parking
9887142,31,Dishes and silverware
9887142,32,Heating
9887142,33,Hot water
9887142,34,Smoke alarm
9887142,35,Patio or balcony
9907337,2,Free parking on premises
9907337,3,Coffee maker
9907337,4,Essentials
9907337,5,Pack \u2019n Play/travel crib
9907337,6,Shampoo
9907337,7,Dedicated workspace
9907337,47,TV with standard cable
9907337,9,Wifi
9907337,39,Bed linens
9907337,11,Hair dryer
9907337,12,Cooking basics
9907337,14,Dishwasher
9907337,16,Iron
9907337,61,Lockbox
9907337,17,Refrigerator
9907337,18,Long term stays allowed
9907337,19,Carbon monoxide alarm
9907337,49,Cable TV
9907337,20,Microwave
9907337,21,Kitchen
9907337,86,Hot water kettle
9907337,22,Hangers
9907337,23,Dryer
9907337,24,Stove
9907337,25,High chair
9907337,74,Toaster
9907337,26,Lake access
9907337,27,Oven
9907337,28,Fire extinguisher
9907337,42,Private entrance
9907337,29,Washer
9907337,30,Free street parking
9907337,31,Dishes and silverware
9907337,32,Heating
9907337,33,Hot water
9907337,34,Smoke alarm
9908591,2,Free parking on premises
9908591,3,Coffee maker
9908591,4,Essentials
9908591,6,Shampoo
9908591,8,Backyard
9908591,9,Wifi
9908591,10,First aid kit
9908591,11,Hair dryer
9908591,12,Cooking basics
9908591,40,TV
9908591,16,Iron
9908591,17,Refrigerator
9908591,18,Long term stays allowed
9908591,19,Carbon monoxide alarm
9908591,20,Microwave
9908591,21,Kitchen
9908591,22,Hangers
9908591,23,Dryer
9908591,24,Stove
9908591,27,Oven
9908591,28,Fire extinguisher
9908591,29,Washer
9908591,31,Dishes and silverware
9908591,32,Heating
9908591,34,Smoke alarm
9908591,35,Patio or balcony
9909445,2,Free parking on premises
9909445,3,Coffee maker
9909445,111,Window AC unit
9909445,4,Essentials
9909445,38,Extra pillows and blankets
9909445,119,Mini fridge
9909445,5,Pack \u2019n Play/travel crib
9909445,6,Shampoo
9909445,45,Baking sheet
9909445,7,Dedicated workspace
9909445,46,Ethernet connection
9909445,53,Conditioner
9909445,8,Backyard
9909445,9,Wifi
9909445,80,Keypad
9909445,82,Room-darkening shades
9909445,39,Bed linens
9909445,10,First aid kit
9909445,11,Hair dryer
9909445,12,Cooking basics
9909445,13,Luggage dropoff allowed
9909445,40,TV
9909445,15,Children\u2019s books and toys
9909445,55,Portable fans
9909445,66,Outdoor furniture
9909445,16,Iron
9909445,70,Wine glasses
9909445,17,Refrigerator
9909445,48,BBQ grill
9909445,18,Long term stays allowed
9909445,19,Carbon monoxide alarm
9909445,50,Barbecue utensils
9909445,20,Microwave
9909445,203,Clothing storage
9909445,21,Kitchen
9909445,86,Hot water kettle
9909445,52,Shower gel
9909445,23,Dryer
9909445,22,Hangers
9909445,74,Toaster
9909445,28,Fire extinguisher
9909445,76,Cleaning products
9909445,42,Private entrance
9909445,29,Washer
9909445,30,Free street parking
9909445,31,Dishes and silverware
9909445,32,Heating
9909445,33,Hot water
9909445,34,Smoke alarm
9909445,56,Body soap
9909445,35,Patio or balcony
9945250,2,Free parking on premises
9945250,3,Coffee maker
9945250,4,Essentials
9945250,38,Extra pillows and blankets
9945250,7,Dedicated workspace
9945250,47,TV with standard cable
9945250,8,Backyard
9945250,9,Wifi
9945250,80,Keypad
9945250,39,Bed linens
9945250,59,Bathtub
9945250,11,Hair dryer
9945250,12,Cooking basics
9945250,14,Dishwasher
9945250,16,Iron
9945250,17,Refrigerator
9945250,18,Long term stays allowed
9945250,19,Carbon monoxide alarm
9945250,49,Cable TV
9945250,41,Air conditioning
9945250,20,Microwave
9945250,21,Kitchen
9945250,51,Single level home
9945250,22,Hangers
9945250,23,Dryer
9945250,24,Stove
9945250,27,Oven
9945250,28,Fire extinguisher
9945250,42,Private entrance
9945250,29,Washer
9945250,30,Free street parking
9945250,31,Dishes and silverware
9945250,32,Heating
9945250,33,Hot water
9945250,34,Smoke alarm
9945250,35,Patio or balcony
9945250,37,Indoor fireplace
9971854,2,Free parking on premises
9971854,3,Coffee maker
9971854,4,Essentials
9971854,38,Extra pillows and blankets
9971854,6,Shampoo
9971854,7,Dedicated workspace
9971854,47,TV with standard cable
9971854,8,Backyard
9971854,9,Wifi
9971854,39,Bed linens
9971854,10,First aid kit
9971854,11,Hair dryer
9971854,12,Cooking basics
9971854,14,Dishwasher
9971854,16,Iron
9971854,17,Refrigerator
9971854,18,Long term stays allowed
9971854,19,Carbon monoxide alarm
9971854,49,Cable TV
9971854,20,Microwave
9971854,21,Kitchen
9971854,22,Hangers
9971854,23,Dryer
9971854,24,Stove
9971854,25,High chair
9971854,26,Lake access
9971854,27,Oven
9971854,28,Fire extinguisher
9971854,42,Private entrance
9971854,29,Washer
9971854,31,Dishes and silverware
9971854,32,Heating
9971854,33,Hot water
9971854,34,Smoke alarm
9971854,35,Patio or balcony
9971854,37,Indoor fireplace
9974658,70,Wine glasses
9974658,28,Fire extinguisher
9974658,18,Long term stays allowed
9974658,76,Cleaning products
9974658,4,Essentials
9974658,82,Room-darkening shades
9974658,39,Bed linens
9974658,10,First aid kit
9974658,59,Bathtub
9974658,11,Hair dryer
9974658,126,Outlet covers
9974658,119,Mini fridge
9974658,32,Heating
9974658,30,Free street parking
9974658,33,Hot water
9974658,34,Smoke alarm
9974658,22,Hangers
9974658,43,Lock on bedroom door
9974658,8,Backyard
9995551,2,Free parking on premises
9995551,3,Coffee maker
9995551,4,Essentials
9995551,38,Extra pillows and blankets
9995551,6,Shampoo
9995551,7,Dedicated workspace
9995551,8,Backyard
9995551,9,Wifi
9995551,39,Bed linens
9995551,11,Hair dryer
9995551,12,Cooking basics
9995551,40,TV
9995551,17,Refrigerator
9995551,18,Long term stays allowed
9995551,20,Microwave
9995551,21,Kitchen
9995551,22,Hangers
9995551,26,Lake access
9995551,28,Fire extinguisher
9995551,42,Private entrance
9995551,30,Free street parking
9995551,31,Dishes and silverware
9995551,32,Heating
9995551,33,Hot water
9995551,34,Smoke alarm
10054747,406,30\ HDTV with Amazon Prime Video
10054747,117,Netflix
10054747,3,Coffee maker
10054747,4,Essentials
10054747,78,Outdoor dining area
10054747,38,Extra pillows and blankets
10054747,178,Shared fenced garden or backyard
10054747,79,Board games
10054747,6,Shampoo
10054747,45,Baking sheet
10054747,139,Keurig coffee machine
10054747,80,Keypad
10054747,39,Bed linens
10054747,10,First aid kit
10054747,407,Frigidaire  refrigerator
10054747,11,Hair dryer
10054747,12,Cooking basics
10054747,408,Wifi \u2013 72 Mbps
10054747,14,Dishwasher
10054747,55,Portable fans
10054747,66,Outdoor furniture
10054747,16,Iron
10054747,140,Dedicated workspace: table
10054747,69,Free washer \u2013 In unit
10054747,70,Wine glasses
10054747,18,Long term stays allowed
10054747,133,Clothing storage: wardrobe
10054747,19,Carbon monoxide alarm
10054747,62,Laundromat nearby
10054747,20,Microwave
10054747,21,Kitchen
10054747,86,Hot water kettle
10054747,73,Dining table
10054747,22,Hangers
10054747,23,Dryer
10054747,24,Stove
10054747,75,Radiant heating
10054747,28,Fire extinguisher
10054747,76,Cleaning products
10054747,409,Frigidaire  stainless steel oven
10054747,42,Private entrance
10054747,30,Free street parking
10054747,31,Dishes and silverware
10054747,87,Shared patio or balcony
10054747,33,Hot water
10054747,34,Smoke alarm
10054747,56,Body soap
10054747,57,Freezer
10054747,37,Indoor fireplace
10125020,3,Coffee maker
10125020,4,Essentials
10125020,6,Shampoo
10125020,7,Dedicated workspace
10125020,47,TV with standard cable
10125020,9,Wifi
10125020,10,First aid kit
10125020,11,Hair dryer
10125020,12,Cooking basics
10125020,14,Dishwasher
10125020,16,Iron
10125020,107,Paid parking off premises
10125020,61,Lockbox
10125020,17,Refrigerator
10125020,18,Long term stays allowed
10125020,19,Carbon monoxide alarm
10125020,49,Cable TV
10125020,20,Microwave
10125020,21,Kitchen
10125020,22,Hangers
10125020,23,Dryer
10125020,24,Stove
10125020,27,Oven
10125020,28,Fire extinguisher
10125020,29,Washer
10125020,31,Dishes and silverware
10125020,32,Heating
10125020,33,Hot water
10125020,34,Smoke alarm
10125020,35,Patio or balcony
10252909,3,Coffee maker
10252909,4,Essentials
10252909,6,Shampoo
10252909,7,Dedicated workspace
10252909,108,Fire pit
10252909,65,Smart lock
10252909,53,Conditioner
10252909,9,Wifi
10252909,39,Bed linens
10252909,10,First aid kit
10252909,11,Hair dryer
10252909,59,Bathtub
10252909,12,Cooking basics
10252909,13,Luggage dropoff allowed
10252909,14,Dishwasher
10252909,40,TV
10252909,66,Outdoor furniture
10252909,16,Iron
10252909,17,Refrigerator
10252909,70,Wine glasses
10252909,48,BBQ grill
10252909,18,Long term stays allowed
10252909,19,Carbon monoxide alarm
10252909,50,Barbecue utensils
10252909,20,Microwave
10252909,21,Kitchen
10252909,44,Security cameras on property
10252909,86,Hot water kettle
10252909,73,Dining table
10252909,52,Shower gel
10252909,23,Dryer
10252909,22,Hangers
10252909,24,Stove
10252909,27,Oven
10252909,28,Fire extinguisher
10252909,29,Washer
10252909,30,Free street parking
10252909,31,Dishes and silverware
10252909,32,Heating
10252909,33,Hot water
10252909,34,Smoke alarm
10252909,35,Patio or balcony
10252909,57,Freezer
10263907,410,Amazon Echo+ Bluetooth sound system
10263907,245,Free washer \u2013 In building
10263907,3,Coffee maker
10263907,4,Essentials
10263907,78,Outdoor dining area
10263907,38,Extra pillows and blankets
10263907,45,Baking sheet
10263907,139,Keurig coffee machine
10263907,68,Central heating
10263907,108,Fire pit
10263907,65,Smart lock
10263907,411,Suave Rosemary Mint shampoo
10263907,46,Ethernet connection
10263907,82,Room-darkening shades
10263907,39,Bed linens
10263907,10,First aid kit
10263907,286,Wifi \u2013 300 Mbps
10263907,11,Hair dryer
10263907,12,Cooking basics
10263907,60,Electric stove
10263907,13,Luggage dropoff allowed
10263907,246,Free dryer \u2013 In building
10263907,55,Portable fans
10263907,66,Outdoor furniture
10263907,16,Iron
10263907,140,Dedicated workspace: table
10263907,70,Wine glasses
10263907,105,Clothing storage: closet
10263907,17,Refrigerator
10263907,48,BBQ grill
10263907,141,Private fenced garden or backyard
10263907,18,Long term stays allowed
10263907,19,Carbon monoxide alarm
10263907,49,Cable TV
10263907,50,Barbecue utensils
10263907,62,Laundromat nearby
10263907,20,Microwave
10263907,63,Children\u2019s dinnerware
10263907,21,Kitchen
10263907,51,Single level home
10263907,72,Drying rack for clothing
10263907,44,Security cameras on property
10263907,86,Hot water kettle
10263907,362,Free driveway parking on premises \u2013 2 spaces
10263907,73,Dining table
10263907,22,Hangers
10263907,52,Shower gel
10263907,74,Toaster
10263907,27,Oven
10263907,28,Fire extinguisher
10263907,412,Suave Rosemary Mint conditioner
10263907,42,Private entrance
10263907,30,Free street parking
10263907,31,Dishes and silverware
10263907,413,42\ HDTV with Apple TV
10263907,242,HBO Max
10263907,117,Netflix
10263907,174,Amazon Prime Video
10263907,170,standard cable
10263907,33,Hot water
10263907,34,Smoke alarm
10263907,262,Central air conditioning
10263907,414,Aveeno body soap
10263907,167,Private patio or balcony
10263907,57,Freezer
10280132,9,Wifi
10280132,80,Keypad
10280132,18,Long term stays allowed
10280132,19,Carbon monoxide alarm
10280132,4,Essentials
10280132,29,Washer
10280132,11,Hair dryer
10280132,21,Kitchen
10280132,31,Dishes and silverware
10280132,32,Heating
10280132,30,Free street parking
10280132,33,Hot water
10280132,34,Smoke alarm
10280132,7,Dedicated workspace
10280132,40,TV
10280132,22,Hangers
10280132,23,Dryer
10280132,26,Lake access
10280132,16,Iron
10292753,2,Free parking on premises
10292753,3,Coffee maker
10292753,4,Essentials
10292753,78,Outdoor dining area
10292753,38,Extra pillows and blankets
10292753,5,Pack \u2019n Play/travel crib
10292753,6,Shampoo
10292753,45,Baking sheet
