listing_id,amenity_id,amenity_type
26362891,9,Wifi
26362891,80,Keypad
26362891,82,Room-darkening shades
26362891,39,Bed linens
26362891,10,First aid kit
26362891,59,Bathtub
26362891,11,Hair dryer
26362891,118,Game console
26362891,12,Cooking basics
26362891,13,Luggage dropoff allowed
26362891,14,Dishwasher
26362891,40,TV
26362891,15,Children\u2019s books and toys
26362891,67,Pocket wifi
26362891,16,Iron
26362891,17,Refrigerator
26362891,48,BBQ grill
26362891,18,Long term stays allowed
26362891,19,Carbon monoxide alarm
26362891,50,Barbecue utensils
26362891,41,Air conditioning
26362891,20,Microwave
26362891,21,Kitchen
26362891,52,Shower gel
26362891,23,Dryer
26362891,22,Hangers
26362891,24,Stove
26362891,27,Oven
26362891,28,Fire extinguisher
26362891,42,Private entrance
26362891,29,Washer
26362891,30,Free street parking
26362891,31,Dishes and silverware
26362891,32,Heating
26362891,33,Hot water
26362891,34,Smoke alarm
26362891,35,Patio or balcony
26364712,2,Free parking on premises
26364712,3,Coffee maker
26364712,4,Essentials
26364712,38,Extra pillows and blankets
26364712,6,Shampoo
26364712,7,Dedicated workspace
26364712,9,Wifi
26364712,10,First aid kit
26364712,11,Hair dryer
26364712,61,Lockbox
26364712,17,Refrigerator
26364712,18,Long term stays allowed
26364712,19,Carbon monoxide alarm
26364712,20,Microwave
26364712,44,Security cameras on property
26364712,22,Hangers
26364712,23,Dryer
26364712,24,Stove
26364712,30,Free street parking
26364712,31,Dishes and silverware
26364712,32,Heating
26364712,33,Hot water
26364712,34,Smoke alarm
26364712,35,Patio or balcony
26425189,3,Coffee maker
26425189,4,Essentials
26425189,38,Extra pillows and blankets
26425189,79,Board games
26425189,6,Shampoo
26425189,45,Baking sheet
26425189,65,Smart lock
26425189,53,Conditioner
26425189,9,Wifi
26425189,39,Bed linens
26425189,10,First aid kit
26425189,11,Hair dryer
26425189,54,Pour-over coffee
26425189,12,Cooking basics
26425189,163,Dedicated workspace: desk
26425189,14,Dishwasher
26425189,55,Portable fans
26425189,66,Outdoor furniture
26425189,98,Elevator
26425189,16,Iron
26425189,107,Paid parking off premises
26425189,70,Wine glasses
26425189,105,Clothing storage: closet
26425189,17,Refrigerator
26425189,48,BBQ grill
26425189,18,Long term stays allowed
26425189,19,Carbon monoxide alarm
26425189,41,Air conditioning
26425189,20,Microwave
26425189,21,Kitchen
26425189,86,Hot water kettle
26425189,52,Shower gel
26425189,23,Dryer
26425189,22,Hangers
26425189,24,Stove
26425189,74,Toaster
26425189,27,Oven
26425189,28,Fire extinguisher
26425189,76,Cleaning products
26425189,29,Washer
26425189,31,Dishes and silverware
26425189,636,50\ HDTV with Netflix
26425189,32,Heating
26425189,33,Hot water
26425189,34,Smoke alarm
26425189,35,Patio or balcony
26425189,57,Freezer
26425599,2,Free parking on premises
26425599,3,Coffee maker
26425599,4,Essentials
26425599,38,Extra pillows and blankets
26425599,6,Shampoo
26425599,7,Dedicated workspace
26425599,47,TV with standard cable
26425599,8,Backyard
26425599,9,Wifi
26425599,80,Keypad
26425599,39,Bed linens
26425599,10,First aid kit
26425599,11,Hair dryer
26425599,12,Cooking basics
26425599,14,Dishwasher
26425599,16,Iron
26425599,17,Refrigerator
26425599,48,BBQ grill
26425599,18,Long term stays allowed
26425599,19,Carbon monoxide alarm
26425599,49,Cable TV
26425599,41,Air conditioning
26425599,20,Microwave
26425599,21,Kitchen
26425599,52,Shower gel
26425599,23,Dryer
26425599,22,Hangers
26425599,24,Stove
26425599,27,Oven
26425599,28,Fire extinguisher
26425599,42,Private entrance
26425599,29,Washer
26425599,30,Free street parking
26425599,31,Dishes and silverware
26425599,32,Heating
26425599,33,Hot water
26425599,34,Smoke alarm
26425599,35,Patio or balcony
26425599,37,Indoor fireplace
26448460,4,Essentials
26448460,38,Extra pillows and blankets
26448460,6,Shampoo
26448460,9,Wifi
26448460,39,Bed linens
26448460,10,First aid kit
26448460,11,Hair dryer
26448460,40,TV
26448460,16,Iron
26448460,61,Lockbox
26448460,18,Long term stays allowed
26448460,19,Carbon monoxide alarm
26448460,21,Kitchen
26448460,22,Hangers
26448460,23,Dryer
26448460,28,Fire extinguisher
26448460,42,Private entrance
26448460,29,Washer
26448460,30,Free street parking
26448460,31,Dishes and silverware
26448460,32,Heating
26448460,33,Hot water
26448460,34,Smoke alarm
26448906,2,Free parking on premises
26448906,3,Coffee maker
26448906,111,Window AC unit
26448906,4,Essentials
26448906,38,Extra pillows and blankets
26448906,6,Shampoo
26448906,45,Baking sheet
26448906,139,Keurig coffee machine
26448906,7,Dedicated workspace
26448906,65,Smart lock
26448906,53,Conditioner
26448906,9,Wifi
26448906,39,Bed linens
26448906,10,First aid kit
26448906,11,Hair dryer
26448906,12,Cooking basics
26448906,13,Luggage dropoff allowed
26448906,14,Dishwasher
26448906,40,TV
26448906,16,Iron
26448906,17,Refrigerator
26448906,18,Long term stays allowed
26448906,19,Carbon monoxide alarm
26448906,20,Microwave
26448906,21,Kitchen
26448906,22,Hangers
26448906,23,Dryer
26448906,24,Stove
26448906,27,Oven
26448906,75,Radiant heating
26448906,28,Fire extinguisher
26448906,42,Private entrance
26448906,29,Washer
26448906,30,Free street parking
26448906,31,Dishes and silverware
26448906,33,Hot water
26448906,34,Smoke alarm
26448906,56,Body soap
26448906,57,Freezer
26466765,2,Free parking on premises
26466765,3,Coffee maker
26466765,4,Essentials
26466765,38,Extra pillows and blankets
26466765,5,Pack \u2019n Play/travel crib
26466765,6,Shampoo
26466765,7,Dedicated workspace
26466765,108,Fire pit
26466765,8,Backyard
26466765,9,Wifi
26466765,39,Bed linens
26466765,10,First aid kit
26466765,11,Hair dryer
26466765,12,Cooking basics
26466765,14,Dishwasher
26466765,40,TV
26466765,66,Outdoor furniture
26466765,16,Iron
26466765,61,Lockbox
26466765,17,Refrigerator
26466765,48,BBQ grill
26466765,18,Long term stays allowed
26466765,19,Carbon monoxide alarm
26466765,20,Microwave
26466765,63,Children\u2019s dinnerware
26466765,21,Kitchen
26466765,44,Security cameras on property
26466765,22,Hangers
26466765,23,Dryer
26466765,24,Stove
26466765,25,High chair
26466765,124,Beach essentials
26466765,27,Oven
26466765,28,Fire extinguisher
26466765,42,Private entrance
26466765,29,Washer
26466765,30,Free street parking
26466765,31,Dishes and silverware
26466765,32,Heating
26466765,33,Hot water
26466765,34,Smoke alarm
26466765,35,Patio or balcony
26466765,37,Indoor fireplace
26472719,2,Free parking on premises
26472719,3,Coffee maker
26472719,4,Essentials
26472719,38,Extra pillows and blankets
26472719,5,Pack \u2019n Play/travel crib
26472719,6,Shampoo
26472719,7,Dedicated workspace
26472719,47,TV with standard cable
26472719,8,Backyard
26472719,9,Wifi
26472719,80,Keypad
26472719,39,Bed linens
26472719,10,First aid kit
26472719,59,Bathtub
26472719,11,Hair dryer
26472719,12,Cooking basics
26472719,451,Bread maker
26472719,14,Dishwasher
26472719,16,Iron
26472719,17,Refrigerator
26472719,18,Long term stays allowed
26472719,19,Carbon monoxide alarm
26472719,49,Cable TV
26472719,20,Microwave
26472719,21,Kitchen
26472719,52,Shower gel
26472719,23,Dryer
26472719,22,Hangers
26472719,24,Stove
26472719,27,Oven
26472719,28,Fire extinguisher
26472719,42,Private entrance
26472719,29,Washer
26472719,30,Free street parking
26472719,31,Dishes and silverware
26472719,32,Heating
26472719,33,Hot water
26472719,34,Smoke alarm
26472719,35,Patio or balcony
26496748,247,TV with Roku
26496748,117,Netflix
26496748,174,Amazon Prime Video
26496748,3,Coffee maker
26496748,159,Free driveway parking on premises \u2013 1 space
26496748,4,Essentials
26496748,38,Extra pillows and blankets
26496748,119,Mini fridge
26496748,79,Board games
26496748,6,Shampoo
26496748,139,Keurig coffee machine
26496748,43,Lock on bedroom door
26496748,65,Smart lock
26496748,53,Conditioner
26496748,637,Eco body soap
26496748,9,Wifi
26496748,39,Bed linens
26496748,10,First aid kit
26496748,152,Clothing storage: dresser and closet
26496748,11,Hair dryer
26496748,59,Bathtub
26496748,289,Dedicated workspace: office chair and desk
26496748,13,Luggage dropoff allowed
26496748,55,Portable fans
26496748,66,Outdoor furniture
26496748,16,Iron
26496748,17,Refrigerator
26496748,19,Carbon monoxide alarm
26496748,44,Security cameras on property
26496748,86,Hot water kettle
26496748,22,Hangers
26496748,30,Free street parking
26496748,31,Dishes and silverware
26496748,32,Heating
26496748,33,Hot water
26496748,34,Smoke alarm
26526206,3,Coffee maker
26526206,4,Essentials
26526206,6,Shampoo
26526206,7,Dedicated workspace
26526206,65,Smart lock
26526206,46,Ethernet connection
26526206,9,Wifi
26526206,82,Room-darkening shades
26526206,39,Bed linens
26526206,11,Hair dryer
26526206,12,Cooking basics
26526206,13,Luggage dropoff allowed
26526206,16,Iron
26526206,107,Paid parking off premises
26526206,17,Refrigerator
26526206,18,Long term stays allowed
26526206,19,Carbon monoxide alarm
26526206,20,Microwave
26526206,21,Kitchen
26526206,44,Security cameras on property
26526206,22,Hangers
26526206,23,Dryer
26526206,28,Fire extinguisher
26526206,76,Cleaning products
26526206,29,Washer
26526206,30,Free street parking
26526206,31,Dishes and silverware
26526206,32,Heating
26526206,33,Hot water
26526206,34,Smoke alarm
26539350,2,Free parking on premises
26539350,3,Coffee maker
26539350,4,Essentials
26539350,38,Extra pillows and blankets
26539350,6,Shampoo
26539350,45,Baking sheet
26539350,7,Dedicated workspace
26539350,47,TV with standard cable
26539350,8,Backyard
26539350,9,Wifi
26539350,80,Keypad
26539350,39,Bed linens
26539350,59,Bathtub
26539350,11,Hair dryer
26539350,12,Cooking basics
26539350,14,Dishwasher
26539350,16,Iron
26539350,17,Refrigerator
26539350,18,Long term stays allowed
26539350,19,Carbon monoxide alarm
26539350,49,Cable TV
26539350,20,Microwave
26539350,21,Kitchen
26539350,52,Shower gel
26539350,23,Dryer
26539350,22,Hangers
26539350,24,Stove
26539350,27,Oven
26539350,28,Fire extinguisher
26539350,42,Private entrance
26539350,29,Washer
26539350,30,Free street parking
26539350,31,Dishes and silverware
26539350,32,Heating
26539350,33,Hot water
26539350,34,Smoke alarm
26539350,35,Patio or balcony
26539350,37,Indoor fireplace
26562018,2,Free parking on premises
26562018,3,Coffee maker
26562018,4,Essentials
26562018,38,Extra pillows and blankets
26562018,79,Board games
26562018,45,Baking sheet
26562018,7,Dedicated workspace
26562018,108,Fire pit
26562018,8,Backyard
26562018,9,Wifi
26562018,80,Keypad
26562018,82,Room-darkening shades
26562018,39,Bed linens
26562018,59,Bathtub
26562018,11,Hair dryer
26562018,12,Cooking basics
26562018,14,Dishwasher
26562018,40,TV
26562018,55,Portable fans
26562018,66,Outdoor furniture
26562018,16,Iron
26562018,70,Wine glasses
26562018,17,Refrigerator
26562018,18,Long term stays allowed
26562018,19,Carbon monoxide alarm
26562018,20,Microwave
26562018,203,Clothing storage
26562018,21,Kitchen
26562018,51,Single level home
26562018,86,Hot water kettle
26562018,73,Dining table
26562018,22,Hangers
26562018,23,Dryer
26562018,24,Stove
26562018,74,Toaster
26562018,27,Oven
26562018,28,Fire extinguisher
26562018,76,Cleaning products
26562018,42,Private entrance
26562018,29,Washer
26562018,30,Free street parking
26562018,31,Dishes and silverware
26562018,32,Heating
26562018,33,Hot water
26562018,34,Smoke alarm
26562018,56,Body soap
26562018,106,Rice maker
26562018,35,Patio or balcony
26562018,57,Freezer
26566116,2,Free parking on premises
26566116,3,Coffee maker
26566116,4,Essentials
26566116,38,Extra pillows and blankets
26566116,6,Shampoo
26566116,7,Dedicated workspace
26566116,47,TV with standard cable
26566116,8,Backyard
26566116,9,Wifi
26566116,39,Bed linens
26566116,10,First aid kit
26566116,59,Bathtub
26566116,12,Cooking basics
26566116,13,Luggage dropoff allowed
26566116,14,Dishwasher
26566116,16,Iron
26566116,61,Lockbox
26566116,17,Refrigerator
26566116,18,Long term stays allowed
26566116,19,Carbon monoxide alarm
26566116,49,Cable TV
26566116,20,Microwave
26566116,21,Kitchen
26566116,22,Hangers
26566116,23,Dryer
26566116,24,Stove
26566116,27,Oven
26566116,28,Fire extinguisher
26566116,42,Private entrance
26566116,29,Washer
26566116,30,Free street parking
26566116,31,Dishes and silverware
26566116,32,Heating
26566116,33,Hot water
26566116,34,Smoke alarm
26566116,35,Patio or balcony
26566116,37,Indoor fireplace
26599527,3,Coffee maker
26599527,4,Essentials
26599527,6,Shampoo
26599527,7,Dedicated workspace
26599527,9,Wifi
26599527,80,Keypad
26599527,10,First aid kit
26599527,11,Hair dryer
26599527,13,Luggage dropoff allowed
26599527,16,Iron
26599527,17,Refrigerator
26599527,18,Long term stays allowed
26599527,19,Carbon monoxide alarm
26599527,22,Hangers
26599527,23,Dryer
26599527,28,Fire extinguisher
26599527,42,Private entrance
26599527,29,Washer
26599527,32,Heating
26599527,33,Hot water
26599527,34,Smoke alarm
26599527,35,Patio or balcony
26607432,2,Free parking on premises
26607432,3,Coffee maker
26607432,4,Essentials
26607432,38,Extra pillows and blankets
26607432,6,Shampoo
26607432,7,Dedicated workspace
26607432,47,TV with standard cable
26607432,8,Backyard
26607432,9,Wifi
26607432,39,Bed linens
26607432,10,First aid kit
26607432,11,Hair dryer
26607432,126,Outlet covers
26607432,12,Cooking basics
26607432,14,Dishwasher
26607432,16,Iron
26607432,61,Lockbox
26607432,17,Refrigerator
26607432,48,BBQ grill
26607432,18,Long term stays allowed
26607432,49,Cable TV
26607432,20,Microwave
26607432,63,Children\u2019s dinnerware
26607432,21,Kitchen
26607432,22,Hangers
26607432,23,Dryer
26607432,24,Stove
26607432,25,High chair
26607432,27,Oven
26607432,28,Fire extinguisher
26607432,29,Washer
26607432,31,Dishes and silverware
26607432,32,Heating
26607432,33,Hot water
26607432,34,Smoke alarm
26607432,35,Patio or balcony
26631867,3,Coffee maker
26631867,4,Essentials
26631867,38,Extra pillows and blankets
26631867,6,Shampoo
26631867,7,Dedicated workspace
26631867,9,Wifi
26631867,80,Keypad
26631867,39,Bed linens
26631867,10,First aid kit
26631867,11,Hair dryer
26631867,12,Cooking basics
26631867,14,Dishwasher
26631867,16,Iron
26631867,17,Refrigerator
26631867,18,Long term stays allowed
26631867,19,Carbon monoxide alarm
26631867,20,Microwave
26631867,21,Kitchen
26631867,44,Security cameras on property
26631867,22,Hangers
26631867,24,Stove
26631867,26,Lake access
26631867,27,Oven
26631867,28,Fire extinguisher
26631867,42,Private entrance
26631867,30,Free street parking
26631867,31,Dishes and silverware
26631867,32,Heating
26631867,33,Hot water
26631867,34,Smoke alarm
26631867,35,Patio or balcony
26666426,9,Wifi
26666426,80,Keypad
26666426,18,Long term stays allowed
26666426,19,Carbon monoxide alarm
26666426,4,Essentials
26666426,10,First aid kit
26666426,42,Private entrance
26666426,11,Hair dryer
26666426,21,Kitchen
26666426,30,Free street parking
26666426,32,Heating
26666426,6,Shampoo
26666426,7,Dedicated workspace
26666426,34,Smoke alarm
26666426,40,TV
26666426,97,Breakfast
26666426,22,Hangers
26666426,37,Indoor fireplace
26667492,3,Coffee maker
26667492,4,Essentials
26667492,5,Pack \u2019n Play/travel crib
26667492,6,Shampoo
26667492,7,Dedicated workspace
26667492,47,TV with standard cable
26667492,9,Wifi
26667492,11,Hair dryer
26667492,12,Cooking basics
26667492,13,Luggage dropoff allowed
26667492,14,Dishwasher
26667492,98,Elevator
26667492,16,Iron
26667492,17,Refrigerator
26667492,18,Long term stays allowed
26667492,19,Carbon monoxide alarm
26667492,49,Cable TV
26667492,41,Air conditioning
26667492,20,Microwave
26667492,21,Kitchen
26667492,44,Security cameras on property
26667492,22,Hangers
26667492,23,Dryer
26667492,24,Stove
26667492,27,Oven
26667492,29,Washer
26667492,31,Dishes and silverware
26667492,32,Heating
26667492,33,Hot water
26667492,34,Smoke alarm
26667492,36,Host greets you
26718147,2,Free parking on premises
26718147,3,Coffee maker
26718147,4,Essentials
26718147,38,Extra pillows and blankets
26718147,119,Mini fridge
26718147,6,Shampoo
26718147,139,Keurig coffee machine
26718147,7,Dedicated workspace
26718147,43,Lock on bedroom door
26718147,147,Babysitter recommendations
26718147,53,Conditioner
26718147,47,TV with standard cable
26718147,8,Backyard
26718147,9,Wifi
26718147,80,Keypad
26718147,82,Room-darkening shades
26718147,39,Bed linens
26718147,10,First aid kit
26718147,11,Hair dryer
26718147,54,Pour-over coffee
26718147,12,Cooking basics
26718147,13,Luggage dropoff allowed
26718147,55,Portable fans
26718147,15,Children\u2019s books and toys
26718147,94,Cleaning before checkout
26718147,16,Iron
26718147,48,BBQ grill
26718147,95,Hot tub
26718147,18,Long term stays allowed
26718147,19,Carbon monoxide alarm
26718147,49,Cable TV
26718147,50,Barbecue utensils
26718147,62,Laundromat nearby
26718147,41,Air conditioning
26718147,20,Microwave
26718147,51,Single level home
26718147,52,Shower gel
26718147,23,Dryer
26718147,22,Hangers
26718147,26,Lake access
26718147,28,Fire extinguisher
26718147,42,Private entrance
26718147,29,Washer
26718147,154,Sound system
26718147,30,Free street parking
26718147,31,Dishes and silverware
26718147,32,Heating
26718147,88,Waterfront
26718147,33,Hot water
26718147,34,Smoke alarm
26718147,100,Gym
26718147,56,Body soap
26718147,35,Patio or balcony
26721802,3,Coffee maker
26721802,4,Essentials
26721802,6,Shampoo
26721802,46,Ethernet connection
26721802,9,Wifi
26721802,39,Bed linens
26721802,10,First aid kit
26721802,11,Hair dryer
26721802,12,Cooking basics
26721802,40,TV
26721802,16,Iron
26721802,17,Refrigerator
26721802,48,BBQ grill
26721802,18,Long term stays allowed
26721802,19,Carbon monoxide alarm
26721802,20,Microwave
26721802,21,Kitchen
26721802,22,Hangers
26721802,23,Dryer
26721802,24,Stove
26721802,27,Oven
26721802,28,Fire extinguisher
26721802,42,Private entrance
26721802,29,Washer
26721802,30,Free street parking
26721802,31,Dishes and silverware
26721802,32,Heating
26721802,33,Hot water
26721802,34,Smoke alarm
26721802,35,Patio or balcony
26722322,4,Essentials
26722322,101,Paid parking on premises
26722322,6,Shampoo
26722322,7,Dedicated workspace
26722322,9,Wifi
26722322,39,Bed linens
26722322,59,Bathtub
26722322,138,Clothing storage: walk-in closet
26722322,137,Paid dryer \u2013 In building
26722322,12,Cooking basics
26722322,40,TV
26722322,16,Iron
26722322,18,Long term stays allowed
26722322,136,Paid washer \u2013 In building
26722322,19,Carbon monoxide alarm
26722322,41,Air conditioning
26722322,21,Kitchen
26722322,44,Security cameras on property
26722322,52,Shower gel
26722322,22,Hangers
26722322,28,Fire extinguisher
26722322,42,Private entrance
26722322,30,Free street parking
26722322,31,Dishes and silverware
26722322,32,Heating
26722322,33,Hot water
26722322,34,Smoke alarm
26737843,3,Coffee maker
26737843,4,Essentials
26737843,38,Extra pillows and blankets
26737843,6,Shampoo
26737843,7,Dedicated workspace
26737843,47,TV with standard cable
26737843,9,Wifi
26737843,39,Bed linens
26737843,11,Hair dryer
26737843,12,Cooking basics
26737843,14,Dishwasher
26737843,98,Elevator
26737843,16,Iron
26737843,107,Paid parking off premises
26737843,17,Refrigerator
26737843,18,Long term stays allowed
26737843,19,Carbon monoxide alarm
26737843,49,Cable TV
26737843,20,Microwave
26737843,21,Kitchen
26737843,22,Hangers
26737843,23,Dryer
26737843,24,Stove
26737843,27,Oven
26737843,42,Private entrance
26737843,29,Washer
26737843,31,Dishes and silverware
26737843,32,Heating
26737843,33,Hot water
26737843,34,Smoke alarm
26737843,35,Patio or balcony
26747050,3,Coffee maker
26747050,4,Essentials
26747050,38,Extra pillows and blankets
26747050,6,Shampoo
26747050,65,Smart lock
26747050,9,Wifi
26747050,39,Bed linens
26747050,10,First aid kit
26747050,59,Bathtub
26747050,11,Hair dryer
26747050,12,Cooking basics
26747050,14,Dishwasher
26747050,40,TV
26747050,66,Outdoor furniture
26747050,98,Elevator
26747050,16,Iron
26747050,107,Paid parking off premises
26747050,17,Refrigerator
26747050,18,Long term stays allowed
26747050,19,Carbon monoxide alarm
26747050,41,Air conditioning
26747050,20,Microwave
26747050,21,Kitchen
26747050,44,Security cameras on property
26747050,52,Shower gel
26747050,23,Dryer
26747050,22,Hangers
26747050,24,Stove
26747050,27,Oven
26747050,28,Fire extinguisher
26747050,29,Washer
26747050,31,Dishes and silverware
26747050,32,Heating
26747050,33,Hot water
26747050,34,Smoke alarm
26747050,35,Patio or balcony
26756649,3,Coffee maker
26756649,192,Fireplace guards
26756649,4,Essentials
26756649,78,Outdoor dining area
26756649,38,Extra pillows and blankets
26756649,79,Board games
26756649,6,Shampoo
26756649,45,Baking sheet
26756649,139,Keurig coffee machine
26756649,68,Central heating
26756649,53,Conditioner
26756649,638,wolf stainless steel oven
26756649,9,Wifi
26756649,82,Room-darkening shades
26756649,39,Bed linens
26756649,10,First aid kit
26756649,59,Bathtub
26756649,11,Hair dryer
26756649,54,Pour-over coffee
26756649,12,Cooking basics
26756649,13,Luggage dropoff allowed
26756649,14,Dishwasher
26756649,66,Outdoor furniture
26756649,138,Clothing storage: walk-in closet
26756649,259,dresser
26756649,85,and closet
26756649,16,Iron
26756649,69,Free washer \u2013 In unit
26756649,70,Wine glasses
26756649,141,Private fenced garden or backyard
26756649,18,Long term stays allowed
26756649,19,Carbon monoxide alarm
26756649,639,Children\u2019s books and toys for ages 2-5 years old and 5-10 years old
26756649,20,Microwave
26756649,21,Kitchen
26756649,640,65\ HDTV with Roku
26756649,275,sub zero refrigerator
26756649,73,Dining table
26756649,52,Shower gel
26756649,22,Hangers
26756649,308,Dedicated workspace: monitor
26756649,244,desk
26756649,164,office chair
26756649,165,and table
26756649,74,Toaster
26756649,28,Fire extinguisher
26756649,76,Cleaning products
26756649,42,Private entrance
26756649,437,Wolf stainless steel gas stove
26756649,30,Free street parking
26756649,31,Dishes and silverware
26756649,338,Free residential garage on premises \u2013 2 spaces
26756649,33,Hot water
26756649,34,Smoke alarm
26756649,262,Central air conditioning
26756649,56,Body soap
26756649,77,Free dryer \u2013 In unit
26756649,36,Host greets you
26756649,35,Patio or balcony
26756649,57,Freezer
26756649,37,Indoor fireplace
26783185,3,Coffee maker
26783185,4,Essentials
26783185,6,Shampoo
26783185,7,Dedicated workspace
26783185,47,TV with standard cable
26783185,8,Backyard
26783185,9,Wifi
26783185,39,Bed linens
26783185,11,Hair dryer
26783185,14,Dishwasher
26783185,16,Iron
26783185,61,Lockbox
26783185,17,Refrigerator
26783185,48,BBQ grill
26783185,18,Long term stays allowed
26783185,19,Carbon monoxide alarm
26783185,49,Cable TV
26783185,20,Microwave
26783185,21,Kitchen
26783185,23,Dryer
26783185,24,Stove
26783185,27,Oven
26783185,42,Private entrance
26783185,29,Washer
26783185,30,Free street parking
26783185,31,Dishes and silverware
26783185,32,Heating
26783185,33,Hot water
26783185,34,Smoke alarm
26783185,35,Patio or balcony
26783185,37,Indoor fireplace
26788913,3,Coffee maker
26788913,4,Essentials
26788913,38,Extra pillows and blankets
26788913,6,Shampoo
26788913,7,Dedicated workspace
26788913,8,Backyard
26788913,9,Wifi
26788913,39,Bed linens
26788913,11,Hair dryer
26788913,12,Cooking basics
26788913,40,TV
26788913,16,Iron
26788913,61,Lockbox
26788913,17,Refrigerator
26788913,18,Long term stays allowed
26788913,19,Carbon monoxide alarm
26788913,41,Air conditioning
26788913,20,Microwave
26788913,21,Kitchen
26788913,22,Hangers
26788913,23,Dryer
26788913,24,Stove
26788913,27,Oven
26788913,29,Washer
26788913,30,Free street parking
26788913,31,Dishes and silverware
26788913,32,Heating
26788913,33,Hot water
26788913,34,Smoke alarm
26788913,97,Breakfast
26790896,28,Fire extinguisher
26790896,9,Wifi
26790896,18,Long term stays allowed
26790896,19,Carbon monoxide alarm
26790896,4,Essentials
26790896,42,Private entrance
26790896,29,Washer
26790896,59,Bathtub
26790896,21,Kitchen
26790896,31,Dishes and silverware
26790896,32,Heating
26790896,6,Shampoo
26790896,33,Hot water
26790896,44,Security cameras on property
26790896,34,Smoke alarm
26790896,7,Dedicated workspace
26790896,101,Paid parking on premises
26790896,22,Hangers
26790896,23,Dryer
26790896,107,Paid parking off premises
26804835,3,Coffee maker
26804835,4,Essentials
26804835,38,Extra pillows and blankets
26804835,6,Shampoo
26804835,47,TV with standard cable
26804835,9,Wifi
26804835,39,Bed linens
26804835,10,First aid kit
26804835,11,Hair dryer
26804835,12,Cooking basics
26804835,13,Luggage dropoff allowed
26804835,14,Dishwasher
26804835,16,Iron
26804835,61,Lockbox
26804835,17,Refrigerator
26804835,18,Long term stays allowed
26804835,19,Carbon monoxide alarm
26804835,49,Cable TV
26804835,20,Microwave
26804835,21,Kitchen
26804835,51,Single level home
26804835,44,Security cameras on property
26804835,22,Hangers
26804835,23,Dryer
26804835,24,Stove
26804835,27,Oven
26804835,28,Fire extinguisher
26804835,29,Washer
26804835,30,Free street parking
26804835,31,Dishes and silverware
26804835,32,Heating
26804835,33,Hot water
26804835,34,Smoke alarm
26804835,35,Patio or balcony
26804995,3,Coffee maker
26804995,4,Essentials
26804995,6,Shampoo
26804995,7,Dedicated workspace
26804995,9,Wifi
26804995,11,Hair dryer
26804995,12,Cooking basics
26804995,40,TV
26804995,98,Elevator
26804995,16,Iron
26804995,107,Paid parking off premises
26804995,17,Refrigerator
26804995,19,Carbon monoxide alarm
26804995,21,Kitchen
26804995,44,Security cameras on property
26804995,22,Hangers
26804995,23,Dryer
26804995,24,Stove
26804995,27,Oven
26804995,28,Fire extinguisher
26804995,29,Washer
26804995,31,Dishes and silverware
26804995,32,Heating
26804995,33,Hot water
26804995,34,Smoke alarm
26804995,36,Host greets you
26845976,2,Free parking on premises
26845976,3,Coffee maker
26845976,90,Baby safety gates
26845976,4,Essentials
26845976,38,Extra pillows and blankets
26845976,5,Pack \u2019n Play/travel crib
26845976,6,Shampoo
26845976,45,Baking sheet
26845976,125,EV charger
26845976,65,Smart lock
26845976,53,Conditioner
26845976,8,Backyard
26845976,9,Wifi
26845976,39,Bed linens
26845976,10,First aid kit
26845976,152,Clothing storage: dresser and closet
26845976,59,Bathtub
26845976,11,Hair dryer
26845976,126,Outlet covers
26845976,12,Cooking basics
26845976,163,Dedicated workspace: desk
26845976,14,Dishwasher
26845976,55,Portable fans
26845976,15,Children\u2019s books and toys
26845976,66,Outdoor furniture
26845976,16,Iron
26845976,69,Free washer \u2013 In unit
26845976,70,Wine glasses
26845976,17,Refrigerator
26845976,18,Long term stays allowed
26845976,19,Carbon monoxide alarm
26845976,41,Air conditioning
26845976,20,Microwave
26845976,63,Children\u2019s dinnerware
26845976,21,Kitchen
26845976,247,TV with Roku
26845976,86,Hot water kettle
26845976,73,Dining table
26845976,52,Shower gel
26845976,22,Hangers
26845976,24,Stove
26845976,25,High chair
26845976,74,Toaster
26845976,27,Oven
26845976,28,Fire extinguisher
26845976,42,Private entrance
26845976,154,Sound system
26845976,30,Free street parking
26845976,31,Dishes and silverware
26845976,32,Heating
26845976,33,Hot water
26845976,34,Smoke alarm
26845976,35,Patio or balcony
26845976,77,Free dryer \u2013 In unit
26845976,57,Freezer
26850502,17,Refrigerator
26850502,28,Fire extinguisher
26850502,9,Wifi
26850502,3,Coffee maker
26850502,19,Carbon monoxide alarm
26850502,4,Essentials
26850502,10,First aid kit
26850502,42,Private entrance
26850502,11,Hair dryer
26850502,20,Microwave
26850502,30,Free street parking
26850502,31,Dishes and silverware
26850502,32,Heating
26850502,6,Shampoo
26850502,33,Hot water
26850502,34,Smoke alarm
26850502,51,Single level home
26850502,40,TV
26850502,22,Hangers
26868780,9,Wifi
26868780,80,Keypad
26868780,18,Long term stays allowed
26868780,19,Carbon monoxide alarm
26868780,4,Essentials
26868780,29,Washer
26868780,11,Hair dryer
26868780,21,Kitchen
26868780,32,Heating
26868780,6,Shampoo
26868780,7,Dedicated workspace
26868780,34,Smoke alarm
26868780,40,TV
26868780,22,Hangers
26868780,23,Dryer
26868780,16,Iron
26888506,3,Coffee maker
26888506,4,Essentials
26888506,38,Extra pillows and blankets
