id,amenities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882923,"""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Dedicated workspace"""," ""TV with standard cable"""," ""Wifi"""," ""Bed linens"""," ""First aid kit"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Dishwasher"""," ""Iron"""," ""Lockbox"""," ""Refrigerator"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Shower gel"""," ""Dryer"""," ""Hangers"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900224,"""Coffee maker"""," ""Shared sauna"""," ""Essentials"""," ""Ceiling fan"""," ""Shampoo"""," ""Baking sheet"""," ""Central heating"""," ""Conditioner"""," ""Paid parking garage off premises"""," ""Wifi"""," ""Bed linens"""," ""First aid kit"""," ""Clothing storage: dresser and closet"""," ""Bathtub"""," ""Hair dryer"""," ""Dedicated workspace: office chair and desk"""," ""Cooking basics"""," ""Dishwasher"""," ""Shared gym in building"""," ""Elevator"""," ""Iron"""," ""32\"" TV"""," ""Refrigerator"""," ""Portable air conditioning"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hot water kettle"""," ""Dining table"""," ""Shower gel"""," ""Hangers"""," ""Stove"""," ""Shared hot tub"""," ""Toaster"""," ""Oven"""," ""Fire extinguisher"""," ""Cleaning products"""," ""Dishes and silverware"""," ""Shared indoor heated pool"""," ""Hot water"""," ""Smoke alarm"""," ""Body soap"""," ""Host greets you"""," ""Freezer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919096,"""Free parking on premises"""," ""Coffee maker"""," ""Essentials"""," ""Dedicated workspace"""," ""Backyard"""," ""Wifi"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""TV"""," ""Iron"""," ""Lockbox"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5969069,"""Coffee maker"""," ""Essentials"""," ""Shampoo"""," ""Dedicated workspace"""," ""Fire pit"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""First aid kit"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""Outdoor furniture"""," ""Iron"""," ""Lockbox"""," ""Refrigerator"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971465,"""Free parking on premises"""," ""Sound system with Bluetooth and aux"""," ""Coffee maker"""," ""Fireplace guards"""," ""Essentials"""," ""Outdoor dining area"""," ""Extra pillows and blankets"""," ""Mini fridge"""," ""Record player"""," ""Board games"""," ""Shampoo"""," ""Baking sheet"""," ""Fire pit"""," ""Conditioner"""," ""TV with standard cable"""," ""Wifi"""," ""Keypad"""," ""Room-darkening shades"""," ""Bed linens"""," ""First aid kit"""," ""Bathtub"""," ""Hair dryer"""," ""Game console"""," ""Cooking basics"""," ""Portable fans"""," ""Outdoor furniture"""," ""Iron"""," ""Wine glasses"""," ""Refrigerator"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Barbecue utensils"""," ""Ping pong table"""," ""Clothing storage"""," ""Kitchen"""," ""Microwave"""," ""Drying rack for clothing"""," ""Security cameras on property"""," ""Dining table"""," ""Hangers"""," ""Pool table"""," ""Dryer"""," ""Toaster"""," ""Fire extinguisher"""," ""Cleaning products"""," ""Private entrance"""," ""Washer"""," ""Fenced garden or backyard"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Body soap"""," ""Patio or balcony"""," ""Freezer"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978216,"""Dryer \u2013 In building"""," ""Coffee maker"""," ""Baby safety gates"""," ""Essentials"""," ""Neutrogena body soap"""," ""Extra pillows and blankets"""," ""Portable heater"""," ""Outdoor dining area"""," ""Ceiling fan"""," ""Fridgidaire stainless steel electric stove"""," ""Baking sheet"""," ""Dedicated workspace"""," ""Central heating"""," ""Lock on bedroom door"""," ""Wifi"""," ""Room-darkening shades"""," ""Bed linens"""," ""First aid kit"""," ""Clothing storage: dresser and closet"""," ""Neutrogena conditioner"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Dishwasher"""," ""TV"""," ""Portable fans"""," ""Outdoor furniture"""," ""Iron"""," ""Private garden or backyard"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Fridgidaire stainless steel oven"""," ""Rice maker"""," ""Microwave"""," ""Kitchen"""," ""Host greets you"""," ""Drying rack for clothing"""," ""Fridgidaire refrigerator"""," ""Neutrogena shampoo"""," ""Hot water kettle"""," ""Dining table"""," ""Hangers"""," ""Freezer"""," ""Toaster"""," ""Fire extinguisher"""," ""Cleaning products"""," ""Private entrance"""," ""Free street parking"""," ""Dishes and silverware"""," ""Shared patio or balcony"""," ""Hot water"""," ""Smoke alarm"""," ""Free carport on premises \u2013 1 space"""," ""Washer \u2013\u00a0In building"""," ""Piano"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978498,"""Free parking on premises"""," ""Wifi"""," ""Long term stays allowed"""," ""Essentials"""," ""Cable TV"""," ""First aid kit"""," ""Kitchen"""," ""Heating"""," ""Smoke alarm"""," ""Dedicated workspace"""," ""Hangers"""," ""Dryer"""," ""TV with standard cable""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980730,"""Coffee maker"""," ""Essentials"""," ""Dedicated workspace"""," ""Lock on bedroom door"""," ""Wifi"""," ""Bed linens"""," ""Cooking basics"""," ""Paid parking off premises"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991734,"""Self check-in"""," ""Free parking on premises"""," ""Fire extinguisher"""," ""Wifi"""," ""Coffee maker"""," ""Carbon monoxide alarm"""," ""Bedroom comforts"""," ""Hair dryer"""," ""Heating"""," ""Bathroom essentials"""," ""Iron"""," ""Smoke alarm"""," ""TV"""," ""Kitchenette""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020821,"""Free parking on premises"""," ""Essentials"""," ""Shampoo"""," ""Dedicated workspace"""," ""Conditioner"""," ""Wifi"""," ""Bidet"""," ""Keypad"""," ""Bed linens"""," ""Clothing storage: dresser and closet"""," ""Hair dryer"""," ""Bathtub"""," ""Cooking basics"""," ""Dishwasher"""," ""TV"""," ""Portable fans"""," ""Elevator"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Cleaning products"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Gym"""," ""Hot water"""," ""Smoke alarm"""," ""Body soap"""," ""Patio or balcony""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032726,"""Free parking on premises"""," ""Coffee maker"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""Hair dryer"""," ""Cooking basics"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Dryer"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079581,"""Free parking on premises"""," ""Coffee maker"""," ""Baby safety gates"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Pack \u2019n Play/travel crib"""," ""Shampoo"""," ""Baking sheet"""," ""Dedicated workspace"""," ""Conditioner"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""Keypad"""," ""Room-darkening shades"""," ""Bed linens"""," ""Bathtub"""," ""Hair dryer"""," ""Outlet covers"""," ""Cooking basics"""," ""Dishwasher"""," ""Portable fans"""," ""Children\u2019s books and toys"""," ""Outdoor furniture"""," ""Iron"""," ""Refrigerator"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Barbecue utensils"""," ""Air conditioning"""," ""Microwave"""," ""Children\u2019s dinnerware"""," ""Kitchen"""," ""Security cameras on property"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""High chair"""," ""Oven"""," ""Fire extinguisher"""," ""Crib"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Body soap"""," ""Rice maker"""," ""Patio or balcony""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087451,"""Coffee maker"""," ""Essentials"""," ""Shampoo"""," ""Dedicated workspace"""," ""Wifi"""," ""Keypad"""," ""Room-darkening shades"""," ""First aid kit"""," ""Bathtub"""," ""Hair dryer"""," ""Game console"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Dishwasher"""," ""TV"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115807,"""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Pack \u2019n Play/travel crib"""," ""Dedicated workspace"""," ""Smart lock"""," ""TV with standard cable"""," ""Wifi"""," ""Bed linens"""," ""Bathtub"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117473,"""Free washer \u2013 In building"""," ""Coffee maker"""," ""Essentials"""," ""Outdoor dining area"""," ""Extra pillows and blankets"""," ""Mini fridge"""," ""Shampoo"""," ""Dedicated workspace"""," ""Fire pit"""," ""Backyard"""," ""Wifi"""," ""Keypad"""," ""Room-darkening shades"""," ""Bed linens"""," ""First aid kit"""," ""Hair dryer"""," ""Pour-over coffee"""," ""Luggage dropoff allowed"""," ""Free dryer \u2013 In building"""," ""Portable fans"""," ""Outdoor furniture"""," ""Iron"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Ping pong table"""," ""Microwave"""," ""Kitchen"""," ""Hot water kettle"""," ""Hangers"""," ""Toaster"""," ""Cleaning products"""," ""Private entrance"""," ""Free street parking"""," ""Dishes and silverware"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony"""," ""Rice maker"""," ""Freezer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133354,"""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Pack \u2019n Play/travel crib"""," ""Shampoo"""," ""Dedicated workspace"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""Bed linens"""," ""First aid kit"""," ""Bathtub"""," ""Hair dryer"""," ""Outlet covers"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Children\u2019s books and toys"""," ""Iron"""," ""Lockbox"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Children\u2019s dinnerware"""," ""Kitchen"""," ""Single level home"""," ""Hangers"""," ""High chair"""," ""Beach essentials"""," ""Fire extinguisher"""," ""Crib"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony"""," ""Breakfast""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134153,"""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Pack \u2019n Play/travel crib"""," ""Dedicated workspace"""," ""Smart lock"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""Bed linens"""," ""Bathtub"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Single level home"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166307,"""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Ceiling fan"""," ""Shampoo"""," ""EV charger"""," ""Dedicated workspace"""," ""Smart lock"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""Bed linens"""," ""First aid kit"""," ""Bathtub"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""Portable fans"""," ""Iron"""," ""Refrigerator"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Security cameras on property"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168975,"""Self check-in"""," ""Free parking on premises"""," ""Fire extinguisher"""," ""Wifi"""," ""Coffee maker"""," ""Fireplace guards"""," ""Carbon monoxide alarm"""," ""Bedroom comforts"""," ""Air conditioning"""," ""Bathtub"""," ""Hair dryer"""," ""Free street parking"""," ""Kitchen"""," ""Heating"""," ""Bathroom essentials"""," ""Iron"""," ""Dishwasher"""," ""Smoke alarm"""," ""TV"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183330,"""Fire extinguisher"""," ""Wifi"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Essentials"""," ""First aid kit"""," ""Hair dryer"""," ""Kitchen"""," ""Dishes and silverware"""," ""Heating"""," ""Shampoo"""," ""Dedicated workspace"""," ""Smoke alarm"""," ""TV"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187841,"""Free parking on premises"""," ""Coffee maker"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Pack \u2019n Play/travel crib"""," ""Shampoo"""," ""Dedicated workspace"""," ""TV with standard cable"""," ""Wifi"""," ""Bed linens"""," ""Bathtub"""," ""Hair dryer"""," ""Cooking basics"""," ""Dishwasher"""," ""Elevator"""," ""Iron"""," ""Refrigerator"""," ""Hot tub"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Pool"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Gym"""," ""Hot water"""," ""Smoke alarm"""," ""Patio or balcony""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6202214,"""Coffee maker"""," ""Essentials"""," ""Shampoo"""," ""Dedicated workspace"""," ""Wifi"""," ""First aid kit"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""TV"""," ""Iron"""," ""Lockbox"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214517,"""Free parking on premises"""," ""Coffee maker"""," ""Essentials"""," ""Outdoor dining area"""," ""Extra pillows and blankets"""," ""Shampoo"""," ""Baking sheet"""," ""Dedicated workspace"""," ""Smart lock"""," ""Ethernet connection"""," ""Conditioner"""," ""TV with standard cable"""," ""Wifi"""," ""Bed linens"""," ""Hair dryer"""," ""Bathtub"""," ""Cooking basics"""," ""Dishwasher"""," ""Portable fans"""," ""Outdoor furniture"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Single level home"""," ""Shower gel"""," ""Dryer"""," ""Hangers"""," ""Stove"""," ""Oven"""," ""Private entrance"""," ""Washer"""," ""Sound system"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Private patio or balcony"""," ""Freezer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6222790,"""Fire extinguisher"""," ""Wifi"""," ""Long term stays allowed"""," ""Essentials"""," ""Extra pillows and blankets"""," ""Bed linens"""," ""First aid kit"""," ""Washer"""," ""Hair dryer"""," ""Kitchen"""," ""Free street parking"""," ""Heating"""," ""Shampoo"""," ""Hot water"""," ""Smoke alarm"""," ""Dedicated workspace"""," ""Hangers"""," ""Dryer"""," ""Iron""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6245498,"""Coffee maker"""," ""Essentials"""," ""Outdoor dining area"""," ""Extra pillows and blankets"""," ""Ceiling fan"""," ""Board games"""," ""Shampoo"""," ""Baking sheet"""," ""Dedicated workspace"""," ""Ethernet connection"""," ""Conditioner"""," ""TV with standard cable"""," ""Wifi"""," ""Room-darkening shades"""," ""Bed linens"""," ""First aid kit"""," ""Clothing storage: dresser and closet"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Portable fans"""," ""Children\u2019s books and toys"""," ""Outdoor furniture"""," ""Body soap"""," ""Cleaning before checkout"""," ""Iron"""," ""Lockbox"""," ""Wine glasses"""," ""Refrigerator"""," ""Private fenced garden or backyard"""," ""BBQ grill"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Barbecue utensils"""," ""Laundromat nearby"""," ""Microwave"""," ""Kitchen"""," ""Single level home"""," ""Free driveway parking on premises"""," ""Hot water kettle"""," ""Dining table"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Toaster"""," ""Oven"""," ""Fire extinguisher"""," ""Cleaning products"""," ""Private entrance"""," ""Washer"""," ""Free street parking"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Bose Bluetooth sound system"""," ""Private patio or balcony"""," ""Freezer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248083,"""Coffee maker"""," ""Children\u2019s books and toys for ages 2-5 years old", 5-10 years old," and 10+ years old"""," ""Fireplace guards"""," ""Essentials"""," ""Outdoor dining area"""," ""Extra pillows and blankets"""," ""Board games"""," ""Shampoo"""," ""Baking sheet"""," ""Keurig coffee machine"""," ""Central heating"""," ""Ethernet connection"""," ""Conditioner"""," ""Wifi"""," ""Room-darkening shades"""," ""Bed linens"""," ""First aid kit"""," ""Bathtub"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Dishwasher"""," ""Outdoor furniture"""," ""Dedicated workspace: desk and office chair"""," ""Iron"""," ""Free washer \u2013 In unit"""," ""Clothing storage: walk-in closet and dresser"""," ""Wine glasses"""," ""Wolf stainless steel oven"""," ""Private fenced garden or backyard"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""sub zero refrigerator"""," ""Hot water kettle"""," ""Dining table"""," ""Shower gel"""," ""Hangers"""," ""Stove"""," ""Toaster"""," ""55\"" HDTV with Roku"""," ""Fire extinguisher"""," ""Cleaning products"""," ""Private entrance"""," ""Free street parking"""," ""Dishes and silverware"""," ""Free residential garage on premises \u2013 2 spaces"""," ""Hot water"""," ""Smoke alarm"""," ""Central air conditioning"""," ""Body soap"""," ""Free dryer \u2013 In unit"""," ""Host greets you"""," ""Patio or balcony"""," ""Freezer"""," ""Indoor fireplace""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263270,"""Free parking on premises"""," ""Coffee maker"""," ""Essentials"""," ""Pack \u2019n Play/travel crib"""," ""Shampoo"""," ""Dedicated workspace"""," ""TV with standard cable"""," ""Backyard"""," ""Wifi"""," ""First aid kit"""," ""Hair dryer"""," ""Cooking basics"""," ""Children\u2019s books and toys"""," ""Elevator"""," ""Iron"""," ""Refrigerator"""," ""Hot tub"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Pool"""," ""Hangers"""," ""Dryer"""," ""High chair"""," ""Fire extinguisher"""," ""Crib"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Gym"""," ""Hot water"""," ""Smoke alarm"""," ""Host greets you""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288101,"""Coffee maker"""," ""Essentials"""," ""Paid parking on premises"""," ""Pack \u2019n Play/travel crib"""," ""Shampoo"""," ""Dedicated workspace"""," ""Wifi"""," ""Keypad"""," ""Hair dryer"""," ""Cooking basics"""," ""Luggage dropoff allowed"""," ""Dishwasher"""," ""TV"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Air conditioning"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""High chair"""," ""Oven"""," ""Private entrance"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304139,"""Free parking on premises"""," ""Fire extinguisher"""," ""Wifi"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Essentials"""," ""Outdoor dining area"""," ""First aid kit"""," ""Air conditioning"""," ""Washer"""," ""Kitchen"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Dryer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314486,"""Coffee maker"""," ""Essentials"""," ""Paid parking on premises"""," ""Dedicated workspace"""," ""TV with standard cable"""," ""Wifi"""," ""Keypad"""," ""First aid kit"""," ""Hair dryer"""," ""Luggage dropoff allowed"""," ""Elevator"""," ""Iron"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Cable TV"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Fire extinguisher"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm"""," ""Central air conditioning""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327662,"""Free parking on premises"""," ""Coffee maker"""," ""Essentials"""," ""Shampoo"""," ""Dedicated workspace"""," ""Backyard"""," ""Wifi"""," ""Keypad"""," ""First aid kit"""," ""Hair dryer"""," ""Cooking basics"""," ""Iron"""," ""Refrigerator"""," ""Long term stays allowed"""," ""Carbon monoxide alarm"""," ""Microwave"""," ""Kitchen"""," ""Hangers"""," ""Dryer"""," ""Stove"""," ""Oven"""," ""Fire extinguisher"""," ""Washer"""," ""Dishes and silverware"""," ""Heating"""," ""Hot water"""," ""Smoke alarm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358529,"""Fire extinguisher"""," ""Wifi"""," ""Long term stays allowed"""," ""Essentials"""," ""Cable TV"""," ""First aid kit"""," ""Washer"""," ""Kitchen"""," ""Dishes and silverware"""," ""Heating"""," ""Shampoo"""," ""Smoke alarm"""," ""Dryer"""," ""TV with standard cable""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
